Id,Date,Thread,Level,Logger,Message,Exception
285149734,2026-01-08 14:22:41.510,204,INFO,BTS.Server.Start.IPSBizs.NewCtrl.IPSMainCtrl,"{""Module"":""弯翘判定模块"",""Ip"":""172.32.64.10"",""Host"":""BTS-SHLY-SVR"",""UserName"":null,""Content"":""DFFaceBottomChangePaper--dfRemain=83.15,GuRange1=0,GuRange2=0,GuRange3=5"",""ExceptionInfo"":null}",
285149739,2026-01-08 14:22:41.950,204,INFO,BTS.Server.Start.IPSBizs.NewCtrl.IPSMainCtrl,"{""Module"":""换材判定模块"",""Ip"":""172.32.64.10"",""Host"":""BTS-SHLY-SVR"",""UserName"":null,""Content"":""DFChangePaper--dfRemain=83.15,GuRange1=0,GuRange2=0,GuRange3=6"",""ExceptionInfo"":null}",
285149740,2026-01-08 14:22:42.027,204,INFO,BTS.Server.Start.IPSBizs.NewCtrl.IPSMainCtrl,"{""Module"":""弯翘判定模块"",""Ip"":""172.32.64.10"",""Host"":""BTS-SHLY-SVR"",""UserName"":null,""Content"":""DFFaceBottomChangePaper--dfRemain=82.325,GuRange1=0,GuRange2=0,GuRange3=6"",""ExceptionInfo"":null}",
285149748,2026-01-08 14:22:42.483,221,INFO,BTS.Server.Start.IPSBizs.NewCtrl.IPSMainCtrl,"{""Module"":""换材判定模块"",""Ip"":""172.32.64.10"",""Host"":""BTS-SHLY-SVR"",""UserName"":null,""Content"":""DFChangePaper--dfRemain=80.675,GuRange1=0,GuRange2=0,GuRange3=7"",""ExceptionInfo"":null}",
285149749,2026-01-08 14:22:42.490,35,INFO,BTS.Server.Start.IPSBizs.NewCtrl.IPSMainCtrl,"{""Module"":""换材判定模块"",""Ip"":""172.32.64.10"",""Host"":""BTS-SHLY-SVR"",""UserName"":null,""Content"":""MS2 判定为换卷，准备进入 HandleChangeRollMS2 函数"",""ExceptionInfo"":null}",
285149750,2026-01-08 14:22:42.503,35,INFO,BTS.Server.Start.IPSBizs.NewCtrl.IPSMainCtrl,"{""Module"":""换材判定模块"",""Ip"":""172.32.64.10"",""Host"":""BTS-SHLY-SVR"",""UserName"":null,""Content"":""进入到换卷处理函数 HandleChangeRollMS2\r\n"",""ExceptionInfo"":null}",
285149751,2026-01-08 14:22:42.513,35,INFO,BTS.Server.Start.IPSBizs.NewCtrl.IPSMainCtrl,"{""Module"":""换材判定模块"",""Ip"":""172.32.64.10"",""Host"":""BTS-SHLY-SVR"",""UserName"":null,""Content"":""HandleChangeRollMS2--已经进入换材准备中状态了，用下批理论材质进行赋值操作\r\n当前：材质=7，门幅=2400，楞型=B\r\n下批理论：材质=8，门幅=2350，楞型=B\r\n"",""ExceptionInfo"":null}",
285149752,2026-01-08 14:22:42.530,35,INFO,BTS.Server.Start.IPSBizs.NewCtrl.IPSMainCtrl,"{""Module"":""换材判定模块"",""Ip"":""172.32.64.10"",""Host"":""BTS-SHLY-SVR"",""UserName"":null,""Content"":""HandleChangePaperMS2 准备发送MS2换材消息(正常换卷换材)，通知各执行类"",""ExceptionInfo"":null}",
285149754,2026-01-08 14:22:42.557,167,INFO,BTS.Server.Start.IPSBizs.NewCtrl.IPSMainCtrl,"{""Module"":""弯翘判定模块"",""Ip"":""172.32.64.10"",""Host"":""BTS-SHLY-SVR"",""UserName"":null,""Content"":""DFFaceBottomChangePaper--dfRemain=80.675,GuRange1=0,GuRange2=0,GuRange3=7"",""ExceptionInfo"":null}",
285149777,2026-01-08 14:22:43.310,240,INFO,BTS.Server.Start.IPSBizs.NewCtrl.IPSMainCtrl,"{""Module"":""弯翘判定模块"",""Ip"":""172.32.64.10"",""Host"":""BTS-SHLY-SVR"",""UserName"":null,""Content"":""DFFaceBottomChangePaper--dfRemain=80.675,GuRange1=0,GuRange2=0,GuRange3=8"",""ExceptionInfo"":null}",
285149778,2026-01-08 14:22:43.337,105,INFO,BTS.Server.Start.IPSBizs.NewCtrl.IPSMainCtrl,"{""Module"":""换材判定模块"",""Ip"":""172.32.64.10"",""Host"":""BTS-SHLY-SVR"",""UserName"":null,""Content"":""DFChangePaper--dfRemain=79.025,GuRange1=0,GuRange2=0,GuRange3=8"",""ExceptionInfo"":null}",
285149789,2026-01-08 14:22:43.850,138,INFO,BTS.Server.Start.IPSBizs.NewCtrl.IPSMainCtrl,"{""Module"":""弯翘判定模块"",""Ip"":""172.32.64.10"",""Host"":""BTS-SHLY-SVR"",""UserName"":null,""Content"":""DFFaceBottomChangePaper--dfRemain=78.2,GuRange1=0,GuRange2=0,GuRange3=9"",""ExceptionInfo"":null}",
285149790,2026-01-08 14:22:43.853,130,INFO,BTS.Server.Start.IPSBizs.NewCtrl.IPSMainCtrl,"{""Module"":""换材判定模块"",""Ip"":""172.32.64.10"",""Host"":""BTS-SHLY-SVR"",""UserName"":null,""Content"":""DFChangePaper--dfRemain=78.2,GuRange1=0,GuRange2=0,GuRange3=9"",""ExceptionInfo"":null}",
